date,time,operator,flight_number,route,aircraft_type,registration,cn_ln,ground,summary,region,country,operator_type,tot_boarded_count,tot_passengers_boarded,tot_crews_boarded,tot_fatalities_count,passengers_fatalities,tot_crews_fatalities,reason
"October 02, 1984",08:15,Air Taxi - Desert Flying Service,-,"Reno, NV - Eureka, NV",Cessna R182,N1842R,-,0,Deteriorating weather (fog) was encountered as the pilot followed a highway to his destination on an easterly heading. On scene evidence indicated that the aircraft impacted left wing tip first on a northerly heading near the east end of a box canyon. Flight into adverse weather. Air speed not maintained.,Ausin, Nevada,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,weather
"October 09, 1984",00:00,Nahanni Air Services,-,Fort Norman - Fort Franklin,de Havilland Canada DHC-6 Twin Otter 100,C-FPPL,115,0,Struck a tower while on approach in fog.  Weather was below VFR minima and not reported to the pilot because of a lack of observation and communications facilities at Fort Franklin. The decision of the pilot to continue the approach in fog.,Fort Franklin, Canada,Commercial,7.0,6.0,1.0,7.0,6.0,1.0,weather
"October 11, 1984",05:40,Aeroflot,3352,Krasnodar - Omsk,Tupolev TU-154B,CCCP-85243,243,4,"While landing, the crew noticed something on the runway, took evasive action and crashed into two cleaning vehicles. The flying control officer (ATC)  fell asleep and did not inform the controllers cleaning vehicles were on the runway.",Near Omsk, Russia,Commercial,179.0,170.0,9.0,174.0,169.0,5.0,landing or taking off
"October 11, 1984",17:37,Labradore Airways,-,St. Anthony - Goose Bay,de Havilland Canada DHC-6 Twin Otter 100,C-FAUS,34,0,The air ambulance struck a mountain in near zero visibility and snow bounced twice and came to rest in a canyon. The VFR flight was attempted in mountainous terrain in marginal weather conditions. The aircraft was flown at an altitude which did not provide terrain clearance and the aircraft struck amountain for undetermined reasons.,Goose Bay Newfoundland ,Canada,Commercial,4.0,2.0,2.0,4.0,2.0,2.0,weather
"October 27, 1984",00:00,Mililtary - Soviet Air Force,-,-,Ilyushin IL-76M,CCCP-86739,083412354,0,Shot down by enemy fire.,Near Kabul, Afghanistan,Commercial,20.0,,,20.0,,,unknown
"October 31, 1984",00:00,Village Airways,-,Davao - Manila,Douglas C-47B,RP-C138,20811,0,The cargo plane went missing in the Pacific Ocean while en route.,Off Davao, Philippines,Commercial,4.0,0.0,4.0,4.0,0.0,4.0,unknown
"November 19, 1984",00:00,Euroair,-,-,Embraer 110P1 Bandeirante,G-HGGS,110294,0,"Crashed into a 1,600 ft. hill after taking off from Inverness.",Inverness, England,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,landing or taking off
"November 20, 1984",00:00,TAME,-,Loja - Zumba,de Havilland Canada DHC-6 Twin Otter 300,FAE-446,446,0,Crashed into high terrain.,Loja, Peru,Commercial,14.0,12.0,2.0,14.0,12.0,2.0,unknown
"December 04, 1984",00:00,Aeroflot,-,Kostroma -Kvanovo,LET 410 M,CCCP-67225,770706,0,Spatial orientation caused by failure of the artificial horizon.,Near Kostroma, USSR,Commercial,17.0,15.0,2.0,17.0,15.0,2.0,engine failure
"December 06, 1984",18:14,Provincetown - Boston Airlines,1039,Jacksonville - Tampa,Embraer 110P1 Bandeirante,N96PB,110-365,0,"After taking off, the aircraft went into a steep dive, crashed and burned 7,800 ft. beyond the departure end of the runway. Malfunction of the elevator control system or elevator trim system. The reaction of the flight crew to correct the pitch control problem overstressed the left elevator control rod, which resulted in asymmetrical elevator deflection and overstress failure of the horizontal stabilizer attachment structure.",Jacksonville, Florida,Commercial,13.0,11.0,2.0,13.0,11.0,2.0,engine failure
"December 11, 1984",19:32,Air Taxi - Richards Aviation Inc.,-,"Bolivar, TN - Pontiac, MI",Piper PA-31,N9011Y,-,0,The aircraft departed the airport with one dry air pump inoperative and the other pump reading low. Aircraft control was lost during an instrument approach in IMC. Operation with known deficiencies in equipment. Flight/Nav instruments disabled. Emergency procedures not followed.,Pontiac, Michigan,Commercial,2.0,1.0,1.0,2.0,1.0,1.0,unknown
"December 17, 1984",23:00,Air Taxi - Delaware Aviation LLC,-,"Binghamton, NY - Bainbridge, NY",PA-23-250,N6099Y,-,0,"VFR conditions prevailed when the fight departed. The destination was reported as clear until just prior to the estimated time of arrival, then fog began to form. Witnesses who heard the aircraft, just prior to the accident, reported heavy fog. After making an approach to Rwy 7, the aircraft turned to a heading of about 220 deg, then collided with trees on a wooded hill, .85 mi north of the airport. Continued VFR flight into adverse weather conditions.",Bainbridge, New York,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,weather
"December 19, 1984",14:00,Fuerza Aérea del Peru,-,-,de Havilland Canada DHC-6 Twin Otter 300,FAP-307,317,0,"Crashed in flames, two minutes after taking off from a military base.",Near Jaen, Peru,Commercial,21.0,18.0,3.0,21.0,18.0,3.0,landing or taking off
"December 22, 1984",00:00,Royal Nepal Airlines,-,-,de Havilland Canada DHC-6 Twin Otter 300,9N-ABH,376,0,Crashed into mountain in poor weather off the intended course.,Near Bhojpur, Nepal,Commercial,23.0,20.0,3.0,15.0,12.0,3.0,weather
"December 23, 1984",14:15,Aeroflot,3519,Krasnoyarsk - Irkutsk,Tupolev TU-154B-2,CCCP-85338,338,0,The aircraft crashed while attempting an emergency landing after the No. 3 engine caught fire. Failure of a  compressor.,Near Kranoyarsk, Russia,Commercial,111.0,104.0,7.0,110.0,103.0,7.0,caught fire
"January 01, 1985",20:30,Eastern Air Lines,980,"Asuncion, Paraguay - La Paz, Bolivia",Boeing B-727-225 Adv,N819EA,22556/1793,0,"The aircraft hit Mt. Illimani at an altitude of 19,600 feet after being cleared to descend during an approach to La Paz. The crew did not follow the prescribed airway. Navigation error. Controlled flight into terrain.",Near La Paz, Bolivia,Commercial,29.0,19.0,10.0,29.0,19.0,10.0,unknown
"January 09, 1985",07:00,TPI International Airways,-,Detroit - Kansas City,Lockheed L-188AF Electra,N357Q,1044,0,The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.,Kansas City, Kansas,Commercial,3.0,0.0,3.0,3.0,0.0,3.0,IFR
"January 18, 1985",00:00,CAAC,5109,Nanjing - Jinan,Antonov AN-24B,B-434,27308110,0,Crashed after overshooting the runway in rain and fog.,Jinan, China,Commercial,41.0,34.0,7.0,38.0,31.0,7.0,weather
"January 19, 1985",08:22,Cubana de Aviacion,-,Havana - Managua,Ilyushin IL-18D,CU-T899,188011102,0,The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.,Havana, Cuba,Commercial,38.0,33.0,5.0,38.0,33.0,5.0,unknown
"January 20, 1985",23:15,Air Taxi - EMS,-,"Albuquerque, NM - Taos, NM -",Bell 206 L-1,N40TE,45712,0,The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.,Carson, New Mexico,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,weather
"January 21, 1985",01:04,Galaxy Airlines,203,"Reno, NV - Minneapolis-St. Paul, MN",Lockheed L-188A Electra,N5532,1121,0,"The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration.",Reno, Nevada,Commercial,71.0,65.0,6.0,70.0,64.0,6.0,engine failure
"January 22, 1985",09:35,Military - U.S. Air Force,-,Howard AFB - Trujillo AP,Lockheed C-130A,56-0501,3109,0,"Crashed into the Caribbean sea, 8 miles northwest of the airport where it was scheduled to land.",Off Puerto Castilla, Honduras,Military,21.0,16.0,5.0,21.0,16.0,5.0,landing or taking off
"January 23, 1985",10:35,Aerolineas Centrales de Colombia,-,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,HK-1910,497,0,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR.",Cerro el Plateado, Colombia,Commercial,23.0,21.0,2.0,23.0,21.0,2.0,IFR
"January 23, 1985",10:35,AIRES Colombia,585,Florencia - Cali,Embraer 110P1 Bandeirante,HK-2638,110341,0,"The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions.",Near Buga, Colombia,Commercial,17.0,15.0,2.0,17.0,15.0,2.0,weather
"February 01, 1985",08:01,Aeroflot,7841,Minsk - Leningrad,Tupolev TU-134A,CCCP-65910,63971,0,The aircraft crashed shortly after taking off from Minsk.Double engine failure due to ice ingestion.,Minsk Belarus ,USSR,Commercial,80.0,74.0,6.0,58.0,55.0,3.0,engine failure
"February 01, 1985",20:25,Air Taxi - Air Trends Inc.,-,"Burlington, VT - Whitefield, NH",Piper PA-31-350,N27522,317852040,0,The aircraft crashed after executing a missed approach at Whitefield during IMC weather. The aircraft was seen at 300-400 ft agl during some part of the maneuvering near the airport. The aircraft seemed to be heading for the airport when last seen by ground observers. Fuel starvation. Fuel tank selector in wrong position.,Whitefield, New Hampshire,Commercial,5.0,4.0,1.0,4.0,3.0,1.0,weather
"February 04, 1985",19:51,North Pacific Airlines,-,"Anchorage, AK - Anchorage, AK",Beech Queen Air 65-A80,N50NP,LD-231,0,Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.,Soldotna, Alaska,Commercial,9.0,8.0,1.0,9.0,8.0,1.0,weather
"February 06, 1985",09:43,Air Taxi - Oklahoma Airways Inc.,-,"Altus, OK - Oklahoma City, OK",Cessna 402B,N5780M,402B-0348,0,"A witness saw smoke & fire trailing from the vicinity of the l eng. He stated that the aircraft's nose came up, the plane rolled to the left, then it entered a steep, nose down, inverted attitude just before it crashed & burned. Total failure of the exhaust manifold system. Inadequate inspection/maintenance.",Altus, Oklahoma,Commercial,2.0,1.0,1.0,2.0,1.0,1.0,engine failure
"February 09, 1985",12:48,Air Taxi - Mercy Flights Inc.,-,"Gold Beach, OR - Metford, OR",Gulfstream AC-680F,N233W,680F1284129,0,The pilot reported loss of power in both engines. Witness saw the aircraft gilding wings level towards the runway when a loud rev was heard. The aircraft then pitched up and rolled left to an inverted position before ground contact and explosion. Misjudged emergency procedure. Airspeed not maintained. Directional control not maintained. Throttle/power control not corrected.,Central Point, Oregon,Commercial,4.0,2.0,2.0,4.0,2.0,2.0,engine failure
"February 16, 1985",00:00,Dirgantara Air Services,-,-,Britten-Norman BN-2A Islander,PK-VIO,693,0,Struck a mountain in poor weather conditions.,Banjarmasin, Indonesia,Commercial,10.0,9.0,1.0,9.0,,,weather
"February 19, 1985",10:15,China Airlines (Taiwan),006,Taipei - Los Angeles,Boeing B-747-SP-09,N4522V,22805/564,0,"The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator.",300 nm NW of San Francisco, California,Commercial,274.0,251.0,23.0,0.0,0.0,0.0,engine failure
"February 19, 1985",09:27,Iberia Airlines,610,Madrid - Bilbao,Boeing B-727-256,EC-DDU,21777/1487,0,"The aircraft crashed into an antenna on Mt. Oiz. Incorrect interpretation of Ground Proximity Warning System. The captain was heard shouting ""shut up"" at the GPWS as it announced ""pull up.""  Overconfidence in altitude alert system. Incorrect interpretation of its warnings.",Near Durango Vizcaya ,Spain,Commercial,148.0,141.0,7.0,148.0,141.0,7.0,unknown
"February 22, 1985",00:00,Air Mali,-,Tombouctou - Bamako,Antonov AN-24V,TZ-ACT,87304104,0,Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.,Timbuktu, Mali,Commercial,51.0,49.0,2.0,50.0,48.0,2.0,engine failure
"February 25, 1985",00:00,Military - U.S. Air Force,-,-,Boeing RC-135T,55-3121,17237/4,0,Struck a mountain in poor weather.,Near Valdez, Alaska,Military,3.0,0.0,3.0,3.0,0.0,3.0,weather
"March 12, 1985",00:00,Military - U.S. Air Force,-,Training,Lockheed C-130E Hercules,64-0549,4044,0,Stalled during a training exercise and crashed.,Fort Hood, Texas,Military,6.0,0.0,6.0,6.0,0.0,6.0,unknown
"March 28, 1985",09:50,SATENA,-,Bogota - San Vicente del Caguán - Florencia,Fokker F-28 Fellowship 3000,FAC-1140,11165,0,The domestic flight crashed into a mountain while attempting to land at Florencia in rain and fog.,Near Florencia, Colombia,Commercial,46.0,40.0,6.0,46.0,40.0,6.0,weather
"April 11, 1985",00:00,YPF,-,Buenos Aires - Salta,HS-125-700B,LV-ALW,257133,0,After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.,Salta, Argentina,Commercial,7.0,5.0,2.0,7.0,5.0,2.0,weather
"April 13, 1985",19:40,Air Taxi - Eidoarie Inc.,-,"El Dorado, AR - Houston, TX",Cessna 320B,N3RU,320B0023,0,Crashed on a dark night while en route to Shreveport. Reason for occurrence unknown. Possible loss of DC power causing the pilot to lose control of the aircraft during a dark night and turbulent instrument flight.,Athens, Louisiana,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,unknown
"April 15, 1985",23:30,Thai Airways,-,-,Boeing B-737-200,HS-TBB,21810/604,0,The aircraft hit high ground during good weather conditions and after transmitting an emergency message that they had lost both engines.,Near Phuket, Thailand,Commercial,11.0,4.0,7.0,11.0,4.0,7.0,weather
"April 16, 1985",11:37,American Airlines,-,"Dallas, TX - San Diego, CA",Boeing B-727-227,N718AA,20611/894,0,While cruising at FL 350 a loud noise was heard followed by a severe jolt. The No. 3 engine separated from the aircraft. A damaged O ring allowed leakage from the forward lavatory waste drain valve. Four gallons of fluid leaked and froze on the exterior of the plane and then broke away in chunks and smashed into the engine. They plane landed safely.,Las Cruces, New Mexico,Commercial,89.0,81.0,8.0,0.0,0.0,0.0,engine failure
"April 19, 1985",00:00,Air Taxi - Monument Valley Air Service,-,"Tuba City, AZ - Page, AZ",Cessna U206G,N8849Q,U20603558,0,Medical transportation flight during the early morning hours in marginal weather conditions. The flight was not completed and was returning to the departure airport when it descended into desert terrain 10 miles short of its destination. Flight into known adverse weather.,Tuba City, Arizona,Commercial,6.0,5.0,1.0,6.0,5.0,1.0,weather
"April 20, 1985",00:00,Aeronica,-,Positioning,Fokker F-27 Friendship 100,YN-BZF,10118,0,After a fuel transfer problem the plane crashed while trying to make an emergency landing in snow. Poor weather and failure of the crew to follow proper procedures with the auxiliary fuel system.,Kulusuk, Greenland,Commercial,5.0,0.0,5.0,2.0,0.0,2.0,weather
"April 20, 1985",00:00,Carga Aereo Transportada,-,-,Convair CV-440,CP-1489,319,0,The cargo plane lost an engine on talkeoff nosed down and crashed.,Santa Rosa, Bolivia,Commercial,4.0,1.0,3.0,4.0,1.0,3.0,engine failure
"May 03, 1985",12:13,Aeroflot / Soviet Air Force,8381,Tallin - L'vov,Tupolev TU-134A / Antonov An-26,CCCP65856/26492,23253 /,0,Midair collision as the Tupolev-134A prepared to land and the Antonov An-26 just took off.  Violations by the civil approach and military controllers. Misidentification of both aircraft. Seventy-one killed on the TU134 and twenty-three on the Antonov.,Near L'vov Ukraine ,USSR,Commercial,76.0,73.0,3.0,76.0,73.0,3.0,landing or taking off
"May 06, 1985",12:50,Military - U.S. Marine Corps,-,"Iwakuni - Fulemma, Okinawa",CH-53D,157138,65-264,0,The helicopter crashed into the East China Sea.,Off Tanegashima, Japan,Military,17.0,15.0,2.0,17.0,15.0,2.0,unknown
"May 15, 1985",00:00,Empresa Nacional de Transp.  Trabalho Aereo,-,-,Britten-Norman BN-2 Islander,C9-AMV,219,0,Crashed while attempting an emergency landing along a beach.,Vilanculos, Mozambique,Commercial,5.0,4.0,1.0,5.0,4.0,1.0,landing or taking off
"May 16, 1985",13:45,Air Taxi,-,"Golovin, AK - Elim, AK",Cessna C-207A,N73635,20700610,0,"According to the pilot-in-command, he was attempting to fly through a mountain saddle. As he turned towards the mountain and began his climb the weather deteriorated rapidly with ceilings zero, visibility zero and severe turbulence. The airplane struck the side of a 1,707 foot high mountain at the 1,590 foot level on a magnetic heading of 015 degrees. The pilot-in-command stated that just prior to impact he could not see anything. Continued VFR flight into IMC. Poor judgement. Improper planning.",Golovin, Alaska,Commercial,5.0,4.0,1.0,2.0,2.0,0.0,weather
"May 21, 1985",20:15,Acme Air,-,"Branson, MO - Harrison, AR",Cessna 501 Citation I,N10GE,501-0022,0,The plane struck a mountain while on approach. Improper IFR procedure. Improper use of navigational instruments. Low ceiling and rain.,Harrison, Arkansas,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,IFR
"May 28, 1985",00:00,Avensa,-,-,Convair CV-580,YV-84C,157,0,"The aircraft's tail struck a hill 1,500 feet from the end of the runway after which an emergency crash landing was made.",Cabimas, Venezuela,Commercial,13.0,8.0,5.0,2.0,0.0,2.0,landing or taking off
"May 31, 1985",23:00,General Aviation Inc.,115,Nashville - Indianapolis,Grumman G-159 Gulfstream I,N181TG,181,0,The cargo plane crashed after losing the No. 1 engine. Fuel starvation. Pilot had the fuel selector for the No. 1 engine in the off and feathered position.,Nashville, Tennessee,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,engine failure
"June 14, 1985",00:00,Trans World Airlines,847,Athens - Rome,Boeing B-727-231,N64339,20844/1065,0,The aircraft was hijacked while en route from Athens to Rome over Italian airspace. U.S. Navy diver Robert Stethem was murdered aboard.,Athens, Greece,Commercial,153.0,145.0,8.0,1.0,1.0,0.0,unknown
"June 23, 1985",00:00,TABA,-,Juara - Cuiaba,Embraer 110P Bandeirante,PT-GJN,110-063,0,The plane stalled and crashed into an emergency vehicle while making an emergency landing attempt after an engine caught fire. A faulty fuel injection nozzle caused a blow torch effect damaging the compressor turbine vane ring and causing thermal fatigue and loss of one of the turbine blades.The resulting imbalance ruptured the starting control bypass fuel return line.,Juara, Brazil,Commercial,17.0,15.0,2.0,17.0,15.0,2.0,caught fire
"June 23, 1985",07:15,Air India,182,Montreal - London,Boeing B-747-237B,VT-EFO,21473/330,0,"The aircraft broke up in flight and crashed into the ocean. Detonation of an explosive device in the forward cargo hold. Terrorist working in Vancouver, Canada, checked baggage with bombs onto two flights. One bag transferred at Toronto onto flight 182. The other would have been transferred at Tokyo onto another Air India flight, but exploded at the airport killing 2 baggage handlers. The aircraft was named "" Emperor Kanishka.""",Atlantic Ocean, 110 miles West of Ireland,Commercial,329.0,307.0,22.0,329.0,307.0,22.0,engine failure
"June 28, 1985",00:00,Air Taxi - Atlantic Air Service,-,-,Piper PA-42,N542TW,42-8001052,0,The aircraft collided with trees and a pole short of the runway during a night VFR approach to land.  Poor VFR procedures. Overconfildence in personal ability. Poor judgement. Proper altitude not maintained. Exceeded proper descent rate.,Charlotte, North Carolina,Commercial,2.0,1.0,1.0,2.0,1.0,1.0,landing or taking off
"July 10, 1985",23:46,Aeroflot,7425,Karshi - Leningrad,Tupolev TU-154B-2,CCCP-85311,311,0,"The crew climbed to the cruising altitude of FL380  at an airspeed of which is close to stall speed. During cruise flight vibrations started because of the low airspeed but were assumed by the crew to be  caused by engine surges. They reduced power to idle, causing the airspeed to drop. Trying to maintain altitude, the airplane eventually stalled, went into a flat spin and crashed.",Near Uchuduk Uzbekistan ,USSR,Commercial,200.0,191.0,9.0,200.0,191.0,9.0,engine failure
"July 19, 1985",03:43,Air Ohio - Air Taxi,21,"Louisville, KY - Cleveland, OH",Aerostar 601,N71MA,61-0217-094,0,"During a normal IFR cruise flight, the pilot of Air Ohio Flight 21, did not respond to ATC instructions. Air Ohio flight 21 continued for 40 minutes with no reply and without deviation in altitude or heading until the discrete target disappeared from radar over Lake Erie. The pilot had not slept for approximately 30 hours prior to the loss of communication response.",Near Erie, Pennsylvania,Commercial,2.0,1.0,1.0,2.0,1.0,1.0,IFR
"July 24, 1985",17:00,Fuerza Aérea Colombiana,-,Leticia - Bogota,Douglas DC-6B,FAC-902,45067/709,0,"Crashed into the Amazon jungle in poor weather, after the crew reported a fire in the No. 3 engine. The last words from the aircraft was ""We're falling.""",Leticia, Colombia,Commercial,80.0,76.0,4.0,80.0,76.0,4.0,weather
"August 02, 1985",18:06,Delta Air Lines,191,Fort Lauderdale - Dallas-Fort Worth,Lockheed L-1011-1 TriStar,N726DA,1163,1,"While on a flight from Fort Lauderdale, FL to Dallas/ Forth Worth, the aircraft crashed while making an landing attempt in thunderstorm activity. The plane touched down 6,000 feet short of the runway and 360 feet to the left of the runway centerline, became airborne again, struck a car killing the driver, crossed the highway and crashed into two water tank reservoirs. Microburst induced windshear. The flightcrew's decision to initiate and continue the approach into a cumulonimbus cloud which they observed to contain lightning. Lack of training for avoiding and escaping from low-altitude windshear.",Ft. Worth-Dallas, Texas,Commercial,163.0,152.0,11.0,134.0,126.0,8.0,weather
"August 12, 1985",18:56,Japan Air Lines,123,Tokyo - Osaka,Boeing B-747-SR46,JA8119,20783/230,0,"The aircraft suffered an aft pressure bulkhead failure at 23,900 ft. The aircraft had severe control difficulties with loss of all controls and eventually after 40 minutes, collided with a mountain. Improper repair of the  bulkhead while being supervised by Boeing engineers after a tail strike in 1978. Worst single plane disaster in aviation history. Kyu Sakamoto, 43, famous for his Japanese song ""Sukiyaki"" was killed in the accident.",Mt. Osutaka near Ueno Village ,Japan,Commercial,524.0,509.0,15.0,520.0,505.0,15.0,engine failure
"August 12, 1985",00:00,Merpati Nusantara Airlines,-,-,de Havilland Canada DHC-6 Twin Otter 300,PK-NUG,346,0,-,Mulia, Indonesia,Commercial,19.0,16.0,3.0,8.0,8.0,0.0,unknown
"August 15, 1985",00:00,Alyemda Airlines,-,Aden - Abu Dahbi,Boeing 707-336C,7O-ACO,20374/838,0,"As the plane reached FL230, water was spilled on the autopilot panel and the crew had to disengage the autopilot because the stabilizer trim wheel started to rotate. Control was lost as the plane pitched up and down. Control was regained at 1,000 ft. and an emergency landing was carried out.",Aden, Yemen,Commercial,73.0,65.0,8.0,3.0,1.0,2.0,landing or taking off
"August 20, 1985",02:05,Air Taxi - Jet Alaska,-,"Anchorage, AK - Gulkana, AK",Learjet 24D,N455JA,300,0,"During a night arrival, the flight was on an instrument approach to the Gulkana Airport when radio contact with the aircraft was lost. Search was initiated & the wreckage was found 7.4 mi north of the terminal VORr on the 330 deg radial.  Improper IFR procedure. Minimum descent altitude not maintained.",Gulkana, Alaska,Commercial,3.0,1.0,2.0,3.0,1.0,2.0,IFR
"August 22, 1985",06:13,British Airtours,28M,Manchester - Kerkira,Boeing B-737-236,G-BGJL,22033/743,0,"During takeoff from Manchester, failure of the No. 9 combustor on the port engine resulted in its ejection from the engine and fracturing of the fuel tank access panel and resulting fire. The fire spread into the cabin incapacitating and killing passengers due to toxic smoke. Thermal metal fatigue of the combustor. Slow braking, using reverse thrust and turning the aircraft so it stopped with fire upwind of the fuselage, all helped to feed the flames. The front starboard side door was farthest from flames but jammed when there was a partial premature chute deployment, and  the crew spent time trying to unjam it, while toxic smoke accumulated in the cabin, before starting evacuations through port side door. The aircraft was named ""River Orrin.""",Manchester, England,Commercial,137.0,131.0,6.0,55.0,53.0,2.0,engine failure
"August 25, 1985",22:05,Bar Harbor Airlines,1808,"Boston, MA - Auburn, ME",Beechcraft 99,N300WP,U-22,0,"While on approach, ATC noticed the flight was east of course and the crew was given instructions to correct.   The crew then tried, unsuccessfully to intercept the glideslope. The plane struck trees and crashed short and right of the runway centerline. The pilot's continuation of an unstabilized approach which resulted in a descent below glideslope. Improper IFR procedure by pilot. Missed approach not performed. Decision height not identified. Samantha Smith, 13, along with her father were killed. She became famous for writing to Soviet leader Yuri Andropov about her fear of nuclear war. She later visited him in Moscow.",Auburn, Maine,Commercial,8.0,6.0,2.0,8.0,6.0,2.0,IFR
"August 27, 1985",00:00,Military - U.S. Air Force,-,Training,Boeing KC-135A,59-1443,17931,0,Crashed while trying to land with 3 engines.,Beale AFB, California,Military,7.0,0.0,7.0,7.0,0.0,7.0,engine failure
"August 30, 1985",00:00,Douglas Airways,-,-,Britten-Norman BN-2A Islander,P2-DNW,67,0,-,Kokoda, Papua New Guinea,Commercial,5.0,4.0,1.0,3.0,2.0,1.0,unknown
"September 04, 1985",11:00,Ariana Afghan Airlines,-,Kandahar - Farah,Antonov AN-26,YA-BAM,57314106,0,Shot down by rebels with a ground-to-air missile while flying at FL130.,Near Kandahar, Afghanistan,Commercial,52.0,47.0,5.0,52.0,47.0,5.0,unknown
"September 06, 1985",15:21,Midwest Express,105,Milwaukee - Atlanta,McDonnell Douglas DC-9-14,N100ME,47309/393,0,The aircraft stalled and dove into the ground as it  took off.  Failure of right engine after compressor spacer failure precipitated by a fatigue crack. The crew's improper use of flight controls in response to the catastrophic failure of the right engine during a critical phase of flight which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency.,Milwaukee, Wisconsin,Commercial,31.0,27.0,4.0,31.0,27.0,4.0,engine failure
"September 22, 1985",00:00,Military - Soviet Air Force,-,-,Antonov AN-12,-,-,0,Shot down by Afghan rebels.,Afghanistan,-,Military,26.0,,,26.0,,,unknown
"September 23, 1985",10:20,Air Taxi - Henson Airlines,1517,"Washington D.C. Baltimore, MD",Beechcraft B99,N339HA,U156,0,"The aircraft hit a mountain while on approach in level flight at an altitude of 2,400 feet. Navigational error by the crew resulting from their use of the incorrect navigational facility and their failure to adequately monitor the flight instruments. Improper IFR procedure. Lack of proper radio equipment. Playwright, Larry Shue, 39, killed.",Grottoes Grove, Virginia,Commercial,14.0,12.0,2.0,14.0,12.0,2.0,IFR
"September 25, 1985",00:00,MAP,-,Dnepropetrovsk - Moscow,Antonov An-12,CCCP-69321,1901708,0,The plane crashed en route after a fire in the No. 1 engine which led to the seperation of the outer wing.,Near Kharkov, Ukraine,Commercial,9.0,4.0,5.0,9.0,4.0,5.0,engine failure
"September 29, 1985",12:30,Air Carriers Express Services Inc,-,Parachuting,Cessna 208 Caravan I,N551CC,208-00017,0,Lost power and spiraled into the ground after takeoff. Contaminated fuel. Overloaded.,Jenkinsburg, Georgia,Commercial,17.0,16.0,1.0,17.0,16.0,1.0,unknown
"October 04, 1985",00:00,Air Albatross,-,-,Cessna 402B,ZK-EHT,402B-0304,0,Crashed into power lines.,Tory Canal, New Zealand,Commercial,9.0,8.0,1.0,8.0,,,unknown
"October 09, 1985",19:00,Nordeste Linhas Aéreas,-,-,Embraer 110C Bandeirante,PT-GKA,110090,0,The pilot of the cargo plane stayed at a low altitude after taking off in IMC conditons and crashed.,Vitória da Conquista, Brazil,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,low altitude
"October 10, 1985",01:00,Pel Air,-,Sidney - Brisbane,IAI 1124 Westwind,VH-IWJ,371,0,"After attaining 5,000 ft. the cargo plane lost control crashed into Botany Bay after taking off from Sydney.",Off South Head, Australia,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,landing or taking off
"October 11, 1985",10:09,Aeroflot,F-7,Kutaisi - Poti,Yakovlev YAK-40,CCCP-87803,9230923,0,Crashed into a mountain slope after taking off in bad weather. Instructions to climb normally were delayed because of traffic.,Near Kutayissi, USSR,Commercial,14.0,10.0,4.0,14.0,10.0,4.0,weather
